name,brand,price_rub,price_kzt,seller,seller_id,seller_rating,seller_total_sold,seller_age_months,feedbacks,category,source_file,risk_level,publication_date,first_review_datetime
Часы Suunto Vertical,,60542.0,363252.0,SPORTiDEA,,4.8,0.0,21.0,0.0,смарт-часы,all_products.csv,low,2025-11-09,2025-11-25
защитный чехол на смарт часы apple watch 40 мм,STAKOV,411.0,2466.0,STAKOV,,4.8,2655.0,37.0,271.0,чехлы для смарт-часов,all_products.csv,low,2023-11-06,2023-11-19
Силиконовый чехол для часов Huawei Watch Kids 4 Pro,,188.0,1128.0,AM-Shop,,4.8,568.0,5.0,58.0,чехлы для смарт-часов,all_products.csv,low,2025-08-19,2025-09-01
Смарт-часы OMEGA 51 мм серые,SNEL,10374.0,62244.0,SNEL - Американский Бренд,,4.7,0.0,36.0,0.0,смарт-часы,all_products.csv,low,2023-10-04,2023-10-15
Смарт часы T-Rex 3 A2323 Haze Gray,AmazFit,19431.0,116586.0,ASSEN,,4.8,0.0,2.0,0.0,смарт-часы,all_products.csv,low,2025-11-04,2025-11-14
Многофункциональный фитнес-браслет нового поколения,,1803.0,10818.0,The GRANDSTORE,,4.7,0.0,25.0,0.0,фитнес-браслеты,all_products.csv,low,2023-12-24,2024-01-09
Умные часы с дисплеем и аккумулятором,,5823.0,34938.0,IVZ-Store,,4.6,0.0,2.0,0.0,смарт-часы,all_products.csv,low,2025-12-08,2025-12-24
Ремешок силиконовый для Xiaomi Mi Band 7,ZIBELINO,178.0,1068.0,ZIBELINO,,4.8,176.0,37.0,18.0,ремешки для умных часов,all_products.csv,low,2024-08-17,2024-08-30
Ремешок Luazon для фитнес-браслета Mi Band 5 6 7,Ремешки для часов,413.0,2478.0,ИП Семенова Н.Н.,,4.8,0.0,8.0,0.0,ремешки для умных часов,all_products.csv,low,2025-09-01,2025-09-05
Смарт часы Maimo Оранжевый,70MAI,4283.0,25698.0,LOW PRICE KG,,4.7,0.0,15.0,0.0,смарт-часы,all_products.csv,low,2024-10-01,2024-10-07
Стильный металлический ремешок для умных часов,,1326.0,7956.0,ЛИТОНWELL,,4.5,0.0,46.0,0.0,тики,all_products.csv,low,2024-04-18,2024-04-27
Умные часы Awei H88,,2462.0,14772.0,Почти даром,,4.7,0.0,47.0,0.0,смарт-часы,all_products.csv,low,2024-03-11,2024-03-19
"Детские смарт-часы, SIM, 2G, LBS, камера",WINDIGO,1870.0,11220.0,viVid,,4.7,0.0,30.0,0.0,часы электронные,all_products.csv,low,2025-07-29,2025-08-01
Металлический ремешок для Apple Watch 42 44 45 49 мм Сердце,Red Cat,673.0,4038.0,Red Cat,,4.8,49.0,46.0,5.0,браслеты для часов,all_products.csv,low,2022-05-22,2022-05-31
Ремешок браслет нейлон для часов Xioami mi band 3 4 5 6 7,Ремешок браслет для часов Xioami mi band,486.0,2916.0,Life Style,,4.4,9.0,15.0,1.0,ремешки для умных часов,all_products.csv,medium,2025-04-10,2025-04-27
Смарт часы Balance A2287 Midnight,AmazFit,16036.0,96216.0,EASY PRICE,,4.5,0.0,32.0,0.0,смарт-часы,all_products.csv,low,2024-10-27,2024-11-13
Современные умные часы с ярким IPS дисплеем,,1895.0,11370.0,Калейдоскоп,,4.7,0.0,13.0,0.0,смарт-часы,all_products.csv,low,2025-12-07,2025-12-15
"Ремешок для Apple Watch (42, 44, 45, 49 мм), размер M L",uBear,4051.0,24306.0,Девайсес,,4.8,597.0,28.0,61.0,ремешки для умных часов,all_products.csv,low,2025-03-14,2025-03-17
Ремешок для смарт-браслета HUAWEI Watch Fit 3 силиконовый,A-Mall,223.0,1338.0,WEZZA,,4.8,1244.0,36.0,127.0,ремешки для умных часов,all_products.csv,low,2023-08-05,2023-08-15
Современные Умные Часы с Полным Набором Функций,,6366.0,38196.0,TrendyTrove,,4.5,0.0,8.0,0.0,фитнес-браслеты,all_products.csv,low,2025-08-30,2025-09-12
Смарт-часы VOLT 46 мм,SNEL,13761.0,82566.0,SNEL - Американский Бренд,,4.7,0.0,33.0,0.0,смарт-часы,all_products.csv,low,2023-06-16,2023-07-03
"Кольцо безель нерж. сталь (стиль A) Garmin Fenix 6, 6 Pro",Grand Price,766.0,4596.0,Grand Price,,4.6,0.0,22.0,0.0,чехлы для смарт-часов,all_products.csv,low,2024-03-06,2024-03-23
Смарт часы детские умные с SIM-картой и прослушкой,,1505.0,9030.0,Ronel' Collections,,4.8,235.0,45.0,24.0,смарт-часы,all_products.csv,low,2023-11-18,2023-11-25
"Ремешок для Apple Watch 42, 44, 45, 46, 49 мм 1-10 SE",Privet,707.0,4242.0,Ремешки Privet,,4.8,13200.0,24.0,1347.0,ремешки для умных часов,all_products.csv,low,2024-07-24,2024-07-31
Стильные смарт-часы с GPS и фитнес-функциями,,5587.0,33522.0,ИП Федорова А.А.,,4.7,0.0,34.0,0.0,смарт-часы,all_products.csv,low,2024-06-21,2024-07-08
"Смарт часы, 70Mai, Maimo WT2105, Сенсорный экран 1,69"" TFT-L",Xiaomi,3727.0,22362.0,LEPRO,,4.8,9.0,6.0,1.0,смарт-часы,all_products.csv,low,2025-08-23,2025-08-26
Смарт часы Maimo Черный,70MAI,3245.0,19470.0,LOW PRICE KG,,4.7,0.0,32.0,0.0,смарт-часы,all_products.csv,low,2023-09-21,2023-10-01
Реплика Часов Apple 49mm Titanium,Watch ultra,4166.0,24996.0,ЮГ,,4.5,142.0,17.0,15.0,смарт-часы,all_products.csv,low,2025-06-02,2025-06-13
Смарт-часы с Bluetooth для активного образа жизни,HOCO,4245.0,25470.0,ПРЯМОЙ КОНТРАКТ - Официальный магазин,,4.7,0.0,3.0,0.0,смарт-часы,all_products.csv,low,2025-12-17,2026-01-02
Смарт-часы с GPS и Bluetooth 5.0,HOCO,4616.0,27696.0,ПРЯМОЙ КОНТРАКТ - Официальный магазин,,4.7,0.0,29.0,0.0,смарт-часы,all_products.csv,low,2024-10-20,2024-10-30
ремешок для часов Apple Watch 42-47,,1092.0,6552.0,Алинусь,,4.7,0.0,16.0,0.0,ремешки для умных часов,all_products.csv,low,2025-10-21,2025-11-03
Смарт часы Maimo Watch R GPS Черный,70MAI,5628.0,33768.0,TerraBit,,4.8,0.0,24.0,0.0,смарт-часы,all_products.csv,low,2024-07-11,2024-07-18
Смарт часы для андроид и iphone,HOCO,1408.0,8448.0,Цейс-видео,,4.8,431.0,16.0,44.0,смарт-часы,all_products.csv,low,2025-10-05,2025-10-10
Кабель для зарядки смарт-часов Y1 Pro,HOCO,924.0,5544.0,ЧИП,,4.6,0.0,2.0,0.0,браслеты для часов,all_products.csv,low,2025-11-02,2025-11-05
Ремешок для Apple Watch 44 45 46 49 металлический,,403.0,2418.0,MaggKuhar,,4.7,87.0,24.0,9.0,ремешки для умных часов,all_products.csv,low,2025-01-18,2025-02-03
Детские умные часы с камерами и связью,,4779.0,28674.0,Ип Бодиченко Роман Александрович,,4.4,0.0,9.0,0.0,смарт-часы,all_products.csv,medium,2025-07-04,2025-07-18
Детские смарт-часы с функциями связи и безопасности,,4291.0,25746.0,Ип Бодиченко Роман Александрович,,4.4,0.0,34.0,0.0,смарт-часы,all_products.csv,medium,2024-03-12,2024-03-21
Smart Watch Н99 black,,7472.0,44832.0,SMART.TIME.,,4.4,0.0,39.0,0.0,смарт-часы,all_products.csv,medium,2025-05-02,2025-05-14
Удобный и стильный ремешок для умных часов,,766.0,4596.0,USPEHOVVAM,,4.7,0.0,44.0,0.0,ремешки для умных часов,all_products.csv,low,2025-08-12,2025-08-23
Смарт-часы Jacky SW-69 Green Orange,Canyon,4587.0,27522.0,TENGRI STORE,,4.6,0.0,14.0,0.0,смарт-часы,all_products.csv,low,2024-12-27,2025-01-09
"Ремешок для Samsung Galaxy Watch 8 44 40мм, 8 Classic 46 мм",Grand Price,1686.0,10116.0,REALLY NEED,,4.5,0.0,34.0,0.0,ремешки для умных часов,all_products.csv,low,2023-05-10,2023-05-26
Смарт часы Watch 5 Active Matte Silver,Redmi,3181.0,19086.0,Karina Bai,,4.8,0.0,14.0,0.0,смарт-часы,all_products.csv,low,2025-03-27,2025-04-09
Ремешок-повязка для Apple Watch 38-41мм розовый,,506.0,3036.0,Ламповая Атмосфера,,4.8,29.0,31.0,3.0,ремешки для умных часов,all_products.csv,low,2025-04-01,2025-04-14
"Сменный ремешок, Redmi, Watch TPU Quick Release Strap, M2325",,909.0,5454.0,LEPRO,,4.8,0.0,5.0,0.0,ремешки для умных часов,all_products.csv,low,2025-11-14,2025-11-28
Ремешок ocean band для Смарт часов и Watch,Apple,1415.0,8490.0,Виноград,,4.5,0.0,7.0,0.0,ремешки для умных часов,all_products.csv,low,2025-07-26,2025-08-07
"Умные часы Watch GT 5 (55020DHB), голубые",Huawei,14441.0,86646.0,LEPRO,,4.8,0.0,39.0,0.0,смарт-часы,all_products.csv,low,2022-12-17,2022-12-21
Часы Suunto 9 Baro white,,46588.0,279528.0,SPORTiDEA,,4.8,0.0,42.0,0.0,смарт-часы,all_products.csv,low,2024-12-08,2024-12-23
Часы Suunto Spartan Sport Wrist HR Gold+Belt,,46588.0,279528.0,SPORTiDEA,,4.8,0.0,33.0,0.0,смарт-часы,all_products.csv,low,2025-09-06,2025-09-20
Детские умные часы с камерой и связью,,2425.0,14550.0,ИП Трофимова Н.В.,,4.7,0.0,47.0,0.0,смарт-часы,all_products.csv,low,2022-06-04,2022-06-11
Часы-тонометр с ЭКГ и измерением давления №5M,Healthband,30878.0,185268.0,ПРОФЕССИОНАЛЬНЫЕ ЧАСЫ ЗДОРОВЬЯ HEALTHBAND,,4.7,0.0,34.0,0.0,фитнес-браслеты,all_products.csv,low,2025-06-03,2025-06-17
"Детские смарт-часы AM-15, 1.44"", 128x128, SIM, 2G, L",WINDIGO,1906.0,11436.0,Whimsy,,4.6,0.0,5.0,0.0,смарт-часы,all_products.csv,low,2025-12-11,2025-12-21
Смарт часы KidPhone 4G Fresh,ELARI,6015.0,36090.0,EASY PRICE,,4.5,0.0,21.0,0.0,смарт-часы,all_products.csv,low,2024-12-26,2025-01-11
Смарт-часы Tempus 46mm,TTEC,3519.0,21114.0,LOW PRICE KG,,4.7,0.0,20.0,0.0,смарт-часы,all_products.csv,low,2024-10-06,2024-10-21
Стильные смарт-часы с длительным автономным питанием,,1891.0,11346.0,Куделица,,4.7,0.0,43.0,0.0,смарт-часы,all_products.csv,low,2025-11-20,2025-12-02
Смарт-часы Hoco Y14,AO,5523.0,33138.0,AlexOst,,4.8,0.0,35.0,0.0,смарт-часы,all_products.csv,low,2025-03-25,2025-03-30
Датчик часы,,7002.0,42012.0,ИП Aqberdi,,4.4,0.0,20.0,0.0,смарт-часы,all_products.csv,medium,2025-07-30,2025-08-10
Детские умные часы с камерой и GPS,,2163.0,12978.0,G-shop,,4.4,0.0,19.0,0.0,смарт-часы,all_products.csv,medium,2025-01-06,2025-01-18
Смарт-часы Y12 Ultra с поддержкой вызова,,3718.0,22308.0,Матрешка,,4.7,0.0,20.0,0.0,смарт-часы,all_products.csv,low,2025-11-22,2025-12-09
"Смарт часы наручные CMF, мужские женские для андроид, iphone",CMF By Nothing,4803.0,28818.0,SmartSpace.shop,,4.8,29.0,8.0,3.0,смарт-часы,all_products.csv,low,2025-11-17,2025-12-03
"Ремешок для часов 22mm универсальный силиконовый, синий",ZIBELINO,270.0,1620.0,ZIBELINO,,4.8,0.0,33.0,0.0,ремешки для умных часов,all_products.csv,low,2024-08-22,2024-08-31
"Смарт часы Watch 5 черный 46 мм AMOLED экран 1.5"" керамика",Huawei,33935.0,203610.0,ONE PRICE,,4.7,0.0,10.0,0.0,смарт-часы,all_products.csv,low,2025-05-02,2025-05-17
"Смарт-часы Hoco Y10, 1.3, 360x360, BT5.0, 230 мАч, серые",KraSh,3836.0,23016.0,KRASH,,4.1,0.0,39.0,0.0,смарт-часы,all_products.csv,medium,2024-12-20,2024-12-23
Безопасные детские часы с GPS и связью,,2252.0,13512.0,G-shop,,4.4,0.0,21.0,0.0,смарт-часы,all_products.csv,medium,2025-06-03,2025-06-14
Умные часы с Bluetooth наушниками,,3151.0,18906.0,COSTA,,4.7,9.0,3.0,1.0,смарт-часы,all_products.csv,low,2025-11-21,2025-11-29
Смарт часы детские умные 4G с видеозвонком,,2343.0,14058.0,Ronel' Collections,,4.8,411.0,3.0,42.0,смарт-часы,all_products.csv,low,2025-10-09,2025-10-23
"Ремешок для часов Xiaomi Mi Band 5, 6, Ксиоми Ми Бенд 5, 6",ZIBELINO,165.0,990.0,ZIBELINO,,4.8,215.0,29.0,22.0,ремешки для умных часов,all_products.csv,low,2025-07-31,2025-08-16
Смарт-часы PULSE 42 мм черный,SNEL,8259.0,49554.0,SNEL - Американский Бренд,,4.7,0.0,44.0,0.0,смарт-часы,all_products.csv,low,2023-09-01,2023-09-04
Ремешок 20 мм для смарт часов универсальный,Tune In,1387.0,8322.0,TUNE IN,,4.8,0.0,13.0,0.0,ремешки для умных часов,all_products.csv,low,2025-12-11,2025-12-16
Ремешок для Apple Watch 38 40 41 42 mm магнитный,Миланское плетение,419.0,2514.0,iStuff,,4.8,0.0,45.0,0.0,ремешки для умных часов,all_products.csv,low,2024-06-25,2024-06-29
"Ремешок нейлоновый 26мм Fenix 8 51мм, 7X, 6X, 5Х, 3, 3HR",Garmin,1593.0,9558.0,Sport&Life,,4.8,215.0,19.0,22.0,ремешки для умных часов,all_products.csv,low,2025-01-30,2025-02-13
Умные часы для детей безопасность и связь,,2780.0,16680.0,TrendyTrove,,4.5,0.0,48.0,0.0,смарт-часы,all_products.csv,low,2023-10-15,2023-11-01
"Ремешок для Huawei Band 10, Huawei Band 9, Huawei Band 8",SmartFit,424.0,2544.0,SmartFit,,4.7,9215.0,16.0,950.0,ремешки для умных часов,all_products.csv,low,2025-10-20,2025-10-23
Ремешок Xiaomi Smart Band 9 Active Xiaomi Redmi Smart Band 3,,202.0,1212.0,Зеневич Александр Сергеевич ИП,,4.8,29.0,8.0,3.0,ремешки для умных часов,all_products.csv,low,2025-09-21,2025-10-05
Практичный внешний аккумулятор для Apple Watch,,3728.0,22368.0,The GRANDSTORE,,4.7,0.0,15.0,0.0,внешние аккумуляторы,all_products.csv,low,2025-08-05,2025-08-20
Смарт часы 11 серии,MOZAIKA Store,2114.0,12684.0,MOZAIKA Store,,4.6,2323.0,24.0,242.0,смарт-часы,all_products.csv,low,2024-04-01,2024-04-04
"Ремешок для Эпл вотч 42, 44, 45 мм силиконовый",Puloka,211.0,1266.0,Puloka,,4.7,67.0,29.0,7.0,ремешки для умных часов,all_products.csv,low,2024-07-03,2024-07-08
Ремешок для смарт-часов с креплением 20мм,WK,227.0,1362.0,WK,,4.7,135.0,47.0,14.0,ремешки для умных часов,all_products.csv,low,2024-03-16,2024-03-21
Элегантный металлический ремешок для умных часов,,984.0,5904.0,MG Trade,,4.6,0.0,36.0,0.0,браслеты для часов,all_products.csv,low,2023-05-28,2023-06-08
Смарт часы Maimo Watch R GPS Синий,70MAI,5615.0,33690.0,ONE PRICE,,4.7,0.0,10.0,0.0,смарт-часы,all_products.csv,low,2025-04-15,2025-04-19
смарт часы водонепроницаемые спортивные с фонариком,ULTRA-T,2744.0,16464.0,PBG,,4.6,48.0,41.0,5.0,смарт-часы,all_products.csv,low,2025-01-15,2025-01-30
Смарт-часы Watch9 CZHIWO,,3795.0,22770.0,ИП Байтурсын,,4.4,0.0,22.0,0.0,смарт-часы,all_products.csv,medium,2024-10-08,2024-10-19
Детские смарт-часы ActivePro4GPink,,11990.0,71940.0,ИП Макушенко К.И.,,4.9,0.0,3.0,0.0,смарт-часы,all_products.csv,low,2025-11-21,2025-12-08
Профессиональный браслет PRO №10,Healthband,10433.0,62598.0,ПРОФЕССИОНАЛЬНЫЕ ЧАСЫ ЗДОРОВЬЯ HEALTHBAND,,4.7,174.0,46.0,18.0,фитнес-браслеты,all_products.csv,low,2025-06-20,2025-06-30
Миланская петля ремешок для Apple Watch 38‑41 мм черный,,857.0,5142.0,ВСЕ ЕСТЬ!,,4.7,0.0,8.0,0.0,ремешки для умных часов,all_products.csv,low,2025-11-20,2025-11-30
Apple Watch Series 10 (42мм),,2691.0,16146.0,B_LOL_Shop,,4.7,0.0,2.0,0.0,смарт-часы,all_products.csv,low,2025-11-26,2025-12-04
